index,psraid,sample,int_date,lang,usr,cregion,state,form,sex,q1,q3,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,bbhome3a,bbhome3b,bbhome3c,bbhome3d,bbhome3e,device1a,smart1,q4,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,act19,act87a,act87b,act137,q5a,q5b,q5c,q5d,q5e,q5f,date1a,date2a,date3a,date3b,date4a,date4b,date4c,date4d,date4e,date4f,game1,game2a,game2b,game2c,game2d,game2e,game2f,game3a,game3b,game4,emplnw,emptype1,emptype2,emptype3,stud,job1a,job1b,job1c,job1d,job1e,job1f,job2,job3a,job3b,job3c,job3d,job3e,job3f,job3g,job3h,job4,smjob1,smjob2a,smjob2b,smjob2c,smjob2d,smjob2e,smjob3,smjob4a,smjob4b,smjob4c,smjob4d,smjob4e,snsjob1a,snsjob1b,snsjob1c,snsjob2a,snsjob2b,job5a,job5b,job5c,job5d,auto1a,auto1b,auto1c,auto1d,auto1e,auto2,auto3,age,marital,hh1,par,kidage1,kidage2,kidage3,educ2,edinst,disa,party,partyln,ideo,hisp,birth_hisp,race,inc,ql1a,qc1,zipcode,weight,standwt
277,101442,1,62115,1,R,3,5,2,1,1,3,2,2, , , , ,3,2,2,3,3,1,2,1,2,2,2,2, ,2,2,1, ,2,1,1,2,2, , , , , , , ,2,2,2, , ,2,2,1,1,1,2,1,1,2,2,8,8,3,8,3,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,78,5,1,2, , , ,3, ,2,3,2,1,2, ,1,2, , ,72455,1.51612903225806,0.484060120074415
278,101445,1,62315,1,S,3,47,1,2,1,2,1,2,1,1,2, ,1,3,1,1,2,1,2,3, , , , , , , , , ,1, , , , ,2,1, ,2,2,2,2, , , ,2, ,2,1,2,2,1,1,2,1,1,1,3,3,8,8,8,2,1,2,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,70,1,2,2, , , ,3, ,1,3,2,4,2, ,1,99, , ,37062,2.16129032258065,0.690043149893316
279,101448,1,62215,2,R,3,48,1,1,3,3,2,2, , , , ,1,1,1,2,1,1,1, ,2,1,1,1,2,1,2,2,2,1, , , , , , , , ,2,2,2, , , , ,2,2,2,1,2,1,2,2,1,2,8,2,8,2,2,3,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,62,1,2,2, , , ,3, ,2,2, ,3,1,1,1,5, , ,78584,1.41935483870968,0.45316266560158
280,101461,1,70215,1,R,2,55,1,1,2,4,1,1,4,1,2, ,3,1,3,3,2,1,2,2, , , , , , , , , ,2,1,1,1,2,2,1, ,2,2,1,2, , , ,2, ,2,2,2,1,1,2,2,1,2,8,1,1,8,8,8,2,1, ,3, , , ,3, , , , , , ,1,1,1,1,2,2,2,2,2,1, , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,3,67,1,2,2, , , ,3, ,2,3,1,1,2, ,1,99, , ,54498,1.54838709677419,0.49435927156536
281,101462,1,62315,1,U,2,27,1,1,1,1,1,1,2,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,2,2,2,2,2,2,2, ,2,2,2,1, , , ,2,2,1,2,2,1,2,8,1,1,2,2,2,2,8,8,2,1,2, ,1,3,2,2,1,1,1,1,1,2,2,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,1,3,3,3,3,3,2,4,50,1,3,2, , , ,6,8,2,3,1,3,2, ,1,8, , ,55123,1.83870967741935,0.587051634983865
282,101478,1,62315,1,U,4,41,2,2,1,2,1,1,3,1,2, ,3,1,2,1,3,2, , , , , , , , , , , ,1, , , , ,2, ,2,2, , , , , , ,2, ,2,2,1,1,1,1,1,1,1,2,3,8,1,8,8,1,2,2,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,87,5,1,2, , , ,6, ,2,1, ,3,2, ,1,6,2, ,97504,1.61290322580645,0.51495757454725
283,101480,1,62415,1,R,4,4,1,2,2,3,1,1,2,1,2, ,2,3,2,2,2,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,2,1,2, , , ,2,2,1,1,2,1,2,2,2,2,1,2,3,3,3,3,2,2,1,1,1,4,1, ,3,1,1,1,1,1,1,2, , , , , , , , , ,1,1,1,2,2,1,3,2,1,2,2,1,2,2,2,2,2,1,1,1,2,4,4,4,4,4,2,3,51,1,2,1,0,0,2,3, ,1,1, ,3,2, ,1,6, , ,85541,4.93548387096774,1.57577017811459
284,101484,1,62115,1,U,4,6,1,2,2,2,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,1,1, , , ,2,2,8,1,8,1,2,2,1,1,2,2,1,2,2,8,8,1,2, ,1,6,2,1,3,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,3,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,1,4,4,4,4,4,1,3,26,1,2,1,1,0,0,6, ,2,3,1,2,2, ,1,7, , ,95961,2.2258064516129,0.710641452875205
285,101488,1,62415,1,S,4,41,1,2,1,2,1,1,3,1,2, ,3,3,3,3,3,1,8,1, , , , , , , , , ,2,1,2,1,2,1,1, ,2,2,2,1, , , ,1, ,1,1,1,1,2,2,1,2,2,8,8,8,8,8,8,2,2, ,1,4,1, ,3,1,1,2,1,8,1,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,3,3,3,3,3,2,2,52,1,4,2, , , ,4, ,2,2, ,3,2, ,1,8, , ,97116,4.12903225806452,1.31829139084096
286,101494,1,62115,1,U,2,46,1,2,1,2,1,1,2,1,2, ,2,2,2,2,2,1,2,2, , , , , , , , , ,1, , , , ,1,1, ,1,2,2,2, , , ,2, ,2,2,2,2,2,2,1,2,1,1,3,3,2,3,8,2,1,2,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,2,64,1,2,2, , , ,8, ,2,2, ,5,2, ,1,98, , ,57702,1.12903225806452,0.360470302183075
287,101496,1,62315,2,S,3,37,1,2,1,2,2,2, , , , ,3,1,1,1,8,2, , ,2,2,1,1, ,2,8,2,1,1, , , , , , , , , , , , , , , , ,2,2,2,2,1,2,2,1,2,3,1,8,8,8,8,1,1, ,1,2,1, ,3,4,4,4,4,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,1,1,1,1,8,2,55,4,3,9, , , ,3, ,2,2, ,3,1,3,1,2,2, ,28081,7.16129032258065,2.28641163098979
288,101504,1,62215,1,S,1,44,2,2,2,2,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,2,2,2,1,1,2, ,2,2, , , ,2,1,1,2,2,1,1,1,1,2,1,1,2,2,8,8,8,8,8,8,2,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,65,1,2,2, , , ,5, ,2,3,2,5,2, ,3,6, , ,2882,2.51612903225806,0.803333816293711
289,101507,1,62215,1,R,3,12,1,2,2,4,1,2,3,1,2, ,2,3,3,3,3,1,8,2, , , , , , , , , ,2,1,1,1,1,2,1, ,2,2,2,1, , , ,2, ,2,1,2,8,1,1,8,1,2,2,1,8,3,3,2,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,3,64,1,2,2, , , ,4, ,2,1, ,1,1,1,1,7, , ,32177,1.38709677419355,0.442863514110635
290,101513,1,62215,1,S,3,47,1,1,1,2,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,2,2, ,2,2,1,1, , , ,2,1,2,2,2,2,2,2,2,1,1,2,8,2,2,2,2,1,8,2,2,3,2,1,3,3,2,2,3,3,3,1,2,2,1,2,2,2,2,8, ,1,1,2,2,2,1,2,2,2,1,2,1, , , , , ,1,1,2,2,3,1,2,3,2,2,2,60,3,2,2, , , ,6, ,1,2, ,3,2, ,1,6, , ,37312,1.25806451612903,0.401666908146855
291,101519,1,62215,1,S,2,39,1,2,2,2,1,1,2,1,2, ,3,1,2,3,2,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,1, , , ,2,2,1,1,2,1,2,2,1,2,1,2,1,8,8,8,2,2,2,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,3,59,1,2,2, , , ,3, ,2,3,2,3,2, ,1,7, , ,45248,2.2258064516129,0.710641452875205
292,101524,1,62215,2,S,1,34,1,1,1,2,1,1,1,1,2, ,2,1,3,2,2,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,1,2,1, , , ,2,2,2,2,1,1,1,2,1,2,2,2,2,8,8,8,8,1,1, ,1,3,1, ,3,3,4,3,4,4,4,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,2,4,4,4,4,4,1,4,45,1,2,1,0,1,0,4, ,2,3,9,2,1,3,1,2, , ,8520,3.12903225806452,0.999017694621666
293,101527,1,62215,1,U,1,36,2,1,3,3,1,1,1,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,3,3,1,8,2,1,2, ,1,1,1, ,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,7,2, , , , , , , , , , , ,2,2,2,2,2,1,1,2,1,4,4,4,3,4,2,2,22,6,4,2, , , ,3,3,2,3,2,3,2, ,3,4, , ,11432,4.83870967741936,1.54487272364175
294,101530,1,62215,1,S,1,42,1,2,1,1,1,2,5,1,1,1,3,3,3,3,3,1,1, ,8,2,1,2,2,2,1,2,5,1, , , , ,2,2, ,2,2,2,2, , , ,2,2,2,2,1,1,1,2,2,1,1,1,3,3,8,3,3,1,2,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,80,1,2,2, , , ,8, ,2,1, ,1,2, ,1,6, , ,15237,1.45161290322581,0.463461817092525
295,101531,1,62215,1,S,3,37,2,2,1,2,1,2,3,1,1,1,3,3,3,3,3,2, , ,1,2,2,2, ,1,2,1,4,1, , , , ,2, ,1,1, , , , , , ,2, ,2,2,2,1,8,1,2,1,1,2,2,2,2,2,3,2,2,2,2,1,1, ,3,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2,4,4,4,4,4,2,2,33,1,2,1,0,1,1,3, ,2,3,8,3,2, ,1,4,2, ,28690,7.16129032258065,2.28641163098979
296,101532,1,62215,1,S,3,51,1,2,3,3,1,1,1,1,8, ,2,1,1,2,2,2, , ,2,8,1,1, ,2,2,2,1,1, , , , ,1,2, ,1, , , , , , ,2, ,2,2,1,1,2,1,1,1,1,2,2,2,3,2,2,2,2,2,4, , , ,1,2,2,2,1,3,2,1,1,2,2,1,2,1,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,18,6,3,2, , , ,1,1,2,1, ,3,2, ,1,3,1, ,23075,7.16129032258065,2.28641163098979
297,101548,1,62215,1,R,1,36,2,1,1,2,2,1,2,1,2, ,3,2,2,2,3,1,1, , , , , , , , , , ,1, , , , ,2, ,2,1, , , ,1,2,1,2,2,1,2,2,2,2,2,8,1,2,2,1,3,3,1,3,2,2, ,1,5,2,1,3,1,1,1,1,3,1,1,1,1,2,1,2,1,2,8,1,2, , , , , , , , , , , , , , , , ,1,1,1,1,4,4,4,2,4,2,2,32,1,2,2, , , ,8, ,2,3,1,3,2, ,1,6, , ,13778,1.54838709677419,0.49435927156536
298,101556,1,62615,1,R,3,54,2,1,3,3,2,2, , , , ,2,1,2,2,1,2, , ,1,2,1,1, ,1,2,2,1,1, , , , , , , , , , , , , , , , ,2,2,1,1,1,8,1,1,2,2,8,8,2,8,2,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,82,1,2,2, , , ,4, ,1,1, ,2,2, ,1,4,2, ,26554,7.16129032258065,2.28641163098979
299,101557,1,62215,1,S,2,26,1,2,1,3,1,1,2,1,2, ,2,2,1,1,2,1,2,7, , , , , , , , , ,1, , , , ,2,1, ,2,2,2,2, , , ,2, ,2,2,2,2,8,8,8,1,2,2,2,8,2,8,2,8,1, ,2,5,2,4,3,1,1,2,1,3,2,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,1,2,4,4,4,4,4,3,2,83,1,1,2, , , ,4, ,2,3,1,1,2, ,1,9, , ,49120,1.0,0.319273696219295
300,101561,1,62215,1,S,1,34,1,2,2,3,2,1,9,2, , ,3,3,8,3,3,1,2,1,2,2,1,1, ,2,2,1,2,1, , , , ,2,2, ,2,2,2,2, , , ,2, ,2,2,8,2,1,2,8,1,2,8,8,8,8,8,8,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,75,1,2,2, , , ,3, ,2,1, ,2,2, ,1,1, , ,7013,3.70967741935484,1.18440242145868
301,101563,1,62215,1,S,3,45,2,2,3,3,2,2, , , , ,1,1,1,2,2,1,2,1,2,2,2,2, ,2,2,2, ,1, , , , , , , , , , , ,2,2,2, , ,2,2,1,2,2,2,2,1,2,8,8,8,8,8,8,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,60,3,2,2, , , ,2, ,1,1, ,3,2, ,1,6, , ,29171,3.54838709677419,1.13290666400395
302,101566,1,62715,1,S,1,25,2,1,3,3,1,2,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1, ,2,1, , , ,1,2,2,2,2,1,1,2,1,2,2,1,2,2,3,1,8,3,8,2,8,1, ,3, , , ,3, , , , , , ,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,1, , , , , , , , , , , , , , , ,2,72,3,1,2, , , ,7, ,2,2, ,5,2, ,2,6, , ,1832,1.0,0.319273696219295
303,101569,1,62715,1,U,1,36,2,1,3,3,1,1,1,1,2, ,2,1,1,1,1,1,1, , , , , , , , , , ,2,1,1,1,1,1, ,1,1, , , ,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,8,1,2, ,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,2,3,3,3,3,3,2,2,24,6,2,2, , , ,6, ,2,3,2,3,2, ,3,99, , ,11220,2.64516129032258,0.844530422257491
304,101570,1,62215,1,R,1,36,2,1,2,2,1,1,1,1,2, ,1,1,1,1,2,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,3,3,1,3,1,1,2,1,1,2,2,5,3,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,5,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,3,4,4,4,4,1,2,21,2,2,2, , , ,6, ,2,2, ,4,2, ,1,1, , ,13045,1.70967741935484,0.545855029020085
305,101571,1,70215,1,S,2,26,2,2,4,3,2,2, , , , ,1,1,1,1,1,1,8,12,2,2,1,1, ,9,8,1,9,1, , , , , , , , , , , ,2,2,2, , ,2,2,2,1,1,1,2,1,2,3,8,8,3,8,8,1,1, ,6, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,59,1,1,2, , , ,4, ,1,1, ,3,2, ,5,1, , ,49525,2.19354838709677,0.700342301384261
306,101572,1,62215,1,R,2,20,2,2,2,3,2,2, , , , ,3,3,3,3,3,2, , ,2,2,2,2, ,2,2,2, ,1, , , , , , , , , , , , , , , , ,2,2,2,2,1,2,2,1,2,8,2,2,2,2,8,8,8, ,2,3,2,5,3,4,5,4,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,4,4,4,4,4,4,1,77,5,1,1,0,0,1,7, ,2,3,2,3,2, ,1,3,2, ,67401,1.74193548387097,0.55615418051103
307,101574,1,62215,1,U,3,48,1,2,2,3,2,2, , , , ,1,1,1,1,1,2, , ,2,1,1,1, ,2,2,2,1,1, , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,2,2,1,1,1,2,8,1,1, ,4, , , ,3,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,61,6,4,9, , , ,3, ,2,2, ,3,2, ,2,3,2, ,76704,7.16129032258065,2.28641163098979
308,101575,1,62215,1,S,1,25,2,2,2,2,1,1,1,1,2, ,2,3,8,3,2,1,8,3, , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,2,2, ,2,2,1,1,2,2,1,2,1,2,3,8,8,8,3,1,2,2,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,1,81,5,1,2, , , ,3, ,2,2, ,4,2, ,1,99, , ,1844,2.54838709677419,0.813632967784656
309,101579,1,62315,1,R,3,13,1,2,2,3,2,2, , , , ,1,1,1,1,2,2, , ,1,2,1,1, ,1,2,2,1,1, , , , , , , , , , , , , , , , ,2,2,2,2,1,1,2,1,2,8,8,8,8,8,8,8,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,89,1,2,2, , , ,4, ,1,3,1,2,2, ,1,3,1, ,30523,3.58064516129032,1.1432058154949
310,101584,1,62215,1,S,2,39,2,1,1,2,1,2,5,2, , ,2,9,9,2,9,1,2,1,2,2,2,2, ,2,2,2, ,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,2,8,8,8,8,8,8,2,8,8,8,8,8,8,9,9, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,70,5,1,2, , , ,4, ,2,2, ,1,2, ,2,99, , ,45426,1.80645161290323,0.57675248349292
311,101586,1,63015,2,S,3,12,2,2,1,3,1,1,1,1,8, ,1,3,3,3,3,2, , ,1,2,1,1, ,1,1,2,1,1, , , , ,1, ,1,2, , , , , , ,2, ,2,2,2,2,1,2,2,1,2,2,2,2,1,8,1,2,1, ,2,3,2,5,3,4,1,3,4,4,4,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,1,3,1,3,1,1,2,2,27,2,3,1,1,0,0,2, ,2,4,8,5,1,3,1,2,1, ,33328,7.16129032258065,2.28641163098979
312,101587,1,62215,1,S,3,24,2,2,2,3,1,1,2,1,2, ,1,1,1,1,1,1,2,97, , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,1,2,1,2,2,2,1,8,1,1,3,1,8,8,1,1,2,1,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,66,5,1,2, , , ,6, ,1,2, ,4,2, ,1,4, , ,20906,1.0,0.319273696219295
313,101589,1,62815,1,S,2,17,2,2,1,3,1,1,3,1,2, ,3,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,1,8,3,8,8,1,1, ,1,5,2,2,3,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,4,4,4,4,4,2,2,61,1,2,2, , , ,4, ,2,1, ,1,2, ,1,6, , ,60188,2.58064516129032,0.823932119275601
314,101611,1,62415,1,R,2,31,1,1,2,2,1,1,1,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,1,1, ,2,2,2,1, , , ,2,2,2,2,1,1,2,2,2,2,2,2,3,3,2,3,8,1,2, ,1,2,2,2,3,1,1,1,1,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,2,2,4,4,4,4,4,2,1,52,1,2,1,0,0,1,6, ,2,3,1,2,2, ,1,6, , ,68465,1.38709677419355,0.442863514110635
315,101614,1,62715,1,S,2,26,2,1,2,2,1,2,2,1,2, ,2,2,8,8,2,1,2,1, , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,2,2,8,1,8,8,1,2,8,1,8,8,8,8,8,1, ,2,8,2,1,3,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,2,4,4,4,4,4,2,2,75,1,2,2, , , ,6, ,2,1, ,1,2, ,1,98, , ,48307,1.35483870967742,0.43256436261969
316,101616,1,62215,1,S,1,34,2,2,1,3,1,1,3,1,2, ,2,8,2,2,2,1,2,1, , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,2,2,2,8,8,2,1,2,8,8,8,8,8,8,8,1, ,2,3,2,4,3,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,3,4,4,4,4,2,3,64,1,2,2, , , ,8, ,2,9,9,9,2, ,1,6, , ,8515,2.06451612903226,0.65914569542048
317,101621,1,62215,1,S,1,25,2,2,3,2,2,2, , , , ,3,3,3,3,3,1,8,2,2,2,1,1, ,2,8,2,2,2,2,2,1,2, , , , , , , ,2,2,2, , ,2,2,2,2,2,9,2,1,2,8,1,8,8,8,8,2,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,62,1,1,2, , , ,3, ,2,2, ,2,2, ,2,1, , ,1832,2.2258064516129,0.710641452875205
318,101623,1,62215,1,S,1,25,1,2,2,2,1,2,2,1,2, ,3,3,2,3,3,1,2,4, , , , , , , , , ,1, , , , ,2,1, ,2,2,2,2, , , ,2, ,1,1,1,1,2,2,8,2,1,2,2,8,3,8,3,8,8,2,1,3,1, ,3,2,2,3,2,2,2,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,1,1,4,4,4,2,4,3,8,65,3,1,2, , , ,4, ,2,3,8,3,2, ,1,7, , ,2356,1.51612903225806,0.484060120074415
319,101624,1,62215,1,R,1,33,1,1,1,3,1,1,3,1,5, ,3,1,1,8,8,1,1, ,1,2,2,1,1,1,1,2,2,1, , , , ,2,2, ,2,2,2,1, , , ,2,2,2,2,1,1,2,2,1,1,2,8,1,8,8,8,8,1,2, ,2,4,2,3,3,2,2,2,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,1,3,2,3,4,3,1,3,79,2,2,2, , , ,4, ,2,1, ,1,2, ,1,98, , ,3894,2.48387096774194,0.793034664802766
320,101625,1,62215,1,S,2,18,2,1,2,2,2,2, , , , ,2,1,1,2,2,1,8,4,2,1,8,2, ,2,1,2, ,1, , , , , , , , , , , ,2,2,2, , ,2,2,2,1,2,1,1,1,2,1,8,2,8,8,8,1,2, ,1,6,2,1,3,3,3,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,4,4,4,4,2,2,2,63,1,3,2, , , ,5, ,2,2, ,3,2, ,1,7, , ,46307,3.09677419354839,0.988718543130721
321,101631,1,62215,1,S,2,55,1,1,1,2,1,2,4,1,2, ,2,8,8,8,8,1,2,1, , , , , , , , , ,1, , , , ,2,2, ,2,2,2,2, , , ,2, ,2,2,1,1,8,8,8,1,2,8,8,8,8,8,8,8,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,84,1,2,2, , , ,4, ,2,3,2,4,2, ,1,5, , ,53168,1.70967741935484,0.545855029020085
322,101632,1,62615,1,U,2,27,2,1,1,2,1,1,2,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,1, ,1,2, , , ,1,2,1,1,2,8,2,8,8,8,8,8,8,1,1,3,1,2,2,2,2,2,1,1,2,1, ,3,1,1,1,1,2,1,2, , , , , , , , , ,1,2,2,2,2,1,3,2,2,2,2,2,2,2,1,2,2,1,2,1,1,4,4,4,4,4,2,3,26,1,4,1,0,2,0,3, ,2,4,8,3,2, ,1,2, , ,55806,2.03225806451613,0.648846543929535
323,101639,1,62315,1,U,3,48,2,1,2,4,1,2,5,1,2, ,1,8,1,1,1,2, , , , , , , , , , , ,1, , , , ,2, ,2,2, , , , , , ,2, ,2,2,1,8,8,8,8,1,1,8,8,8,2,1,2,2,2,2,6, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,63,1,2,2, , , ,6, ,1,3,8,4,2, ,5,3,2, ,76712,5.2258064516129,1.66846254153309
324,101640,1,62615,1,U,2,31,1,1,2,3,2,2, , , , ,3,3,2,3,3,1,2,2,2,2,1,1, ,2,2,2,9,1, , , , , , , , ,2,2,2, , , , , ,2,2,2,2,1,1,2,1,2,3,1,1,3,8,1,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,57,5,1,2, , , ,2, ,1,3,8,2,2, ,1,1, , ,68521,1.16129032258065,0.37076945367402
325,101645,1,62215,1,S,3,48,2,2,2,8,2,2, , , , ,3,3,8,3,3,1,2,7,1,9,2,2, ,2,2,2, ,2,1,1,2,1, , , , , , , ,2,2,2, , ,2,2,2,2,2,2,2,1,2,8,8,8,8,8,8,8,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,86,1,2,2, , , ,6, ,2,3,9,3,2, ,1,98, , ,76706,1.0,0.319273696219295
326,101650,1,62315,1,S,3,1,2,1,4,4,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1, ,2,2, , , ,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,3,2,3,8,2,2,2,4, , , ,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,47,3,2,1,0,1,1,4, ,1,3,8,2,2, ,1,3, , ,35063,3.06451612903226,0.978419391639776
327,101666,1,62215,1,S,2,17,2,1,1,1,1,1,2,1,2, ,3,3,2,3,3,1,1, , , , , , , , , , ,1, , , , ,2, ,1,2, , , ,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,8,3,8,2,2,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,67,1,2,2, , , ,6, ,2,3,2,3,2, ,1,8, , ,60012,1.32258064516129,0.422265211128745
328,101668,1,62215,1,U,3,48,2,2,3,3,2,2, , , , ,2,2,2,2,2,2, , ,2,8,8,8, ,8,8,2, ,2,1,1,1,1, , , , , , , , , , , , ,2,2,2,1,1,1,2,1,2,8,8,8,8,8,8,1,8, ,3, , , ,2,8,8,1,1,8,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,68,5,1,2, , , ,3,8,1,4,8,8,2, ,1,2,2, ,79701,4.41935483870968,1.41098375425947
