index,psraid,sample,int_date,lang,usr,cregion,state,form,sex,q1,q3,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,bbhome3a,bbhome3b,bbhome3c,bbhome3d,bbhome3e,device1a,smart1,q4,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,act19,act87a,act87b,act137,q5a,q5b,q5c,q5d,q5e,q5f,date1a,date2a,date3a,date3b,date4a,date4b,date4c,date4d,date4e,date4f,game1,game2a,game2b,game2c,game2d,game2e,game2f,game3a,game3b,game4,emplnw,emptype1,emptype2,emptype3,stud,job1a,job1b,job1c,job1d,job1e,job1f,job2,job3a,job3b,job3c,job3d,job3e,job3f,job3g,job3h,job4,smjob1,smjob2a,smjob2b,smjob2c,smjob2d,smjob2e,smjob3,smjob4a,smjob4b,smjob4c,smjob4d,smjob4e,snsjob1a,snsjob1b,snsjob1c,snsjob2a,snsjob2b,job5a,job5b,job5c,job5d,auto1a,auto1b,auto1c,auto1d,auto1e,auto2,auto3,age,marital,hh1,par,kidage1,kidage2,kidage3,educ2,edinst,disa,party,partyln,ideo,hisp,birth_hisp,race,inc,ql1a,qc1,zipcode,weight,standwt
1048,201437,2,62015,1,U,3,48,1,2,2,4,2,2, , , , ,3,3,3,2,2, ,8,4,2,2,1,1, ,2,2,2,1,2,1,2,1,2, , , , ,2,2,2, , , , , ,2,2,1,2,1,2,1,1,1,8,3,2,8,2,2,2,1,1,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,57,6,1,2, , , ,1, ,1,4,9,8,2, ,1,1, ,2,78211,3.90322580645161,1.24619733040435
1049,201441,2,62015,1,R,2,46,2,1,2,2,1,1,2,2, , ,2,1,2,1,2, ,8,2,1,2,1,2, ,1,2,2,1,2,1,1,1,1,2, ,1,2, , , ,2,2,1,2, ,2,2,1,1,2,2,2,2,2,2,8,8,2,8,8,2,2, ,1,3,1, ,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1, , , , , , , , , , , , ,2,2,2,2,2,1,1,1,2,4,4,4,4,4,2,4,44,1,2,2, , , ,3, ,2,4,8,4,2, ,1,3, ,2,57501,5.74193548387097,1.83324896538821
1050,201448,2,62415,1,U,3,48,1,1,3,3,1,1,1,1,2, ,2,3,2,2,1, ,1, , , , , , , , , , ,2,1,1,1,2,1,1, ,1,2,1,1, , , ,1,2,1,1,1,1,2,2,1,2,2,2,1,8,3,8,2,1,1, ,1,2,2,1,3,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,4,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,3,2,3,3,3,2,3,29,1,2,1,2,0,0,8, ,2,1, ,2,2, ,1,6, ,2,76133,3.0,0.957821088657886
1051,201451,2,62015,1,S,2,55,2,1,2,2,1,1,1,1,2, ,1,1,2,1,2, ,1, , , , , , , , , , ,2,1,2,1,1,1, ,1,1, , , ,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,3,3,2,2,2,1,2,2,1,2,2,2,3,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,4,3,3,3,4,2,1,34,1,2,1,0,1,1,8, ,2,3,1,3,2, ,1,8, ,2,54915,1.70967741935484,0.545855029020085
1052,201452,2,62015,1,U,4,8,2,1,2,1,1,1,2,1,2, ,2,1,1,1,2, ,1, , , , , , , , , , ,2,2,1,2,1,1, ,1,1, , , ,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,3,2,1,3,1,1,2,1,1,4,1, ,3,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,4,4,4,2,4,1,3,23,6,1,2, , , ,3, ,2,3,1,3,2, ,1,4, ,2,80913,2.61290322580645,0.834231270766546
1053,201458,2,70215,1,U,3,40,2,1,4,4,1,1,1,2, , ,1,1,1,1,2, ,1, ,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1, ,1,1, , , ,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,3,1,2,1,1,1,2,2,2,5,2,5,3,1,2,3,2,3,3,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,1,4,4,2,2,3,1,26,6,1,2, , , ,3, ,2,3,8,3,2, ,2,3, ,2,74106,3.35483870967742,1.07111175505828
1054,201459,2,62015,1,S,3,28,1,2,1,2,1,1,2,1,2, ,3,1,8,3,2, ,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,1, , , ,2,2,2,2,8,2,2,2,2,1,1,2,2,8,8,8,3,8,1,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,68,1,2,2, , , ,6, ,2,3,1,2,2, ,1,99, ,1,39047,1.16129032258065,0.37076945367402
1055,201460,2,62015,1,S,4,6,1,1,4,4,2,2, , , , ,2,3,2,1,2, ,8,2,2,2,1,1, ,2,8,8,9,2,2,8,1,9, , , , ,2,2,2, , , , , ,2,2,2,2,1,1,8,1,2,3,2,8,2,1,8,1,1, ,4, , , ,3,4,1,4,4,4,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,56,2,2,2, , , ,3, ,1,3,2,1,2, ,2,98, ,2,93534,4.2258064516129,1.3491888453138
1056,201461,2,62015,1,U,4,6,1,2,4,4,2,1,2,1,2, ,1,1,1,1,1, ,1, , , , , , , , , , ,1, , , , ,1,1, ,1,2,1,1, , , ,2,2,1,2,2,1,1,1,1,1,1,8,2,8,3,3,3,1,1,1,4, , , ,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,55,4,2,2, , , ,1, ,1,4,2,2,1,1,1,1, ,2,92243,2.74193548387097,0.875427876730326
1057,201468,2,62015,1,U,4,6,1,2,1,2,1,1,2,1,2, ,1,1,1,1,1, ,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,1,1, , , ,1,1,1,1,1,1,2,2,1,2,1,2,3,8,2,2,3,1,2,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,3,4,2,1,3,31,6,2,2, , , ,6, ,2,1, ,2,2, ,1,6, ,1,95831,2.29032258064516,0.731239755857095
1058,201469,2,62015,1,S,4,53,1,2,2,2,1,1,2,1,2, ,1,1,1,1,1, ,1, , , , , , , , , , ,1, , , , ,1,1, ,1,2,1,1, , , ,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,3,3,1,2,2,1,6,1, ,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,4,4,4,4,1,3,36,2,2,1,1,0,0,6,2,2,3,2,3,2, ,1,7, ,2,98503,4.87096774193548,1.5551718751327
1059,201470,2,62015,1,U,4,6,1,2,2,3,1,1,5,1,2, ,3,1,1,1,1, ,1, , , , , , , , , , ,1, , , , ,2,2, ,2,2,1,1, , , ,2,2,1,1,1,1,1,8,8,1,1,3,1,2,3,3,3,1,1,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,83,5,2,2, , , ,8, ,2,1, ,2,2, ,1,2, ,1,95831,1.35483870967742,0.43256436261969
1060,201471,2,62015,1,S,3,40,1,1,3,2,1,1,2,1,2, ,1,2,1,1,1, ,1, , , , , , , , , , ,1, , , , ,1,1, ,1,2,2,1, , , ,2,2,1,1,2,1,1,2,1,2,1,3,1,1,3,8,3,1,1,2,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,4,4,4,4,4,8,3,99,3,1,2, , , ,8, ,2,2, ,5,2, ,1,7, ,1,73104,1.06451612903226,0.339871999201185
1061,201474,2,62815,1,S,4,6,2,2,2,2,1,1,1,1,2, ,3,3,3,3,3, ,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,3,8,2,8,2,1,1,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,3,3,2,2,54,3,1,2, , , ,8, ,2,3,2,3,2, ,1,9, ,1,94568,1.70967741935484,0.545855029020085
1062,201476,2,62215,1,S,4,6,2,2,1,2,1,1,5,2, , ,3,1,1,1,1, ,1, ,2,2,1,1,2,2,1,1,1,2,1,2,2,2,1, ,1,1, , , ,2,2,2,2,2,1,2,2,2,2,8,2,1,2,3,1,1,8,3,3,1,1, ,4, , , ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,1,45,3,1,1,1,0,1,3, ,1,3,2,3,2, ,1,2, ,2,95677,5.48387096774194,1.75085575346065
1063,201482,2,62415,1,U,3,48,2,1,2,4,1,1,1,1,2, ,1,1,1,1,1, ,1, , , , , , , , , , ,2,1,2,1,1,1, ,1,1, , , ,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,8,1,2,1,2, ,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,4,2,4,4,3,1,18,6,3,1,1,0,0,4,4,2,3,2,2,2, ,2,1, ,1,79936,5.19354838709677,1.65816339004215
1064,201483,2,62115,1,R,3,28,2,1,1,3,1,1,2,2, , ,1,1,1,1,1, ,1, ,2,1,1,1,2,1,1,2,2,1, , , , ,1, ,1,1, , , ,1,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,3,2,8,1,2,2, ,1,3,1, ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,4,4,4,4,4,1,4,53,1,2,1,0,1,1,3, ,2,2, ,2,2, ,1,4, ,2,38965,4.74193548387097,1.51397526916892
1065,201486,2,62315,1,S,3,1,1,1,1,2,1,1,2,1,2, ,2,3,3,1,1, ,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,2,1, , , ,2,2,2,2,1,2,2,2,2,1,1,1,3,3,1,8,1,2,2,1,4, , , ,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2, , , , , , , , , , ,3,18,6,3,2, , , ,3, ,2,8,8,8,2, ,2,98, ,2,35473,3.51612903225806,1.12260751251301
1066,201487,2,62115,1,R,3,47,1,1,1,3,2,2, , , , ,3,8,3,3,3, ,2,97,2,2,2,2, ,2,2,2, ,1, , , , , , , , ,2,2,2, , , , , ,2,2,1,1,2,2,2,1,2,8,2,8,8,8,8,1,1, ,1,1,1, ,3,4,4,4,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,4,4,4,2,2,2,2,62,3,1,2, , , ,3, ,2,3,1,2,2, ,1,4, ,2,37370,3.12903225806452,0.999017694621666
1067,201488,2,62215,2,U,3,37,2,1,2,3,2,1,4,2, , ,2,3,3,3,2, ,8,97,2,1,1,2, ,1,1,9,1,2,2,1,1,1,2, ,2,2, , , ,2,2,1,2, ,2,2,2,2,2,2,2,1,2,3,9,3,3,8,3,2,2, ,1,2,1, ,3,4,4,4,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,1,1,1,1,9,4,58,4,6,2, , , ,1, ,2,3,8,8,1,3,2,3, ,2,28205,3.58064516129032,1.1432058154949
1068,201492,2,62115,2,U,3,48,2,1,2,2,2,2, , , , ,1,3,8,2,3, ,2,10,2,2,2,2, ,2,2,2, ,2,2,2,2,2, , , , , , , ,2,2,2, , ,2,2,2,2,2,2,2,2,2,2,3,1,3,1,3,2,2, ,3, , , ,3, , , , , , ,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,73,1,1,2, , , ,1, ,2,9,8,5,1,3,6,2, ,2,99999,2.67741935483871,0.854829573748435
1069,201493,2,62115,1,U,3,47,1,1,1,2,1,1,2,1,2, ,2,2,2,2,8, ,1, , , , , , , , , , ,2,2,2,2,2,2,1, ,2,2,1,1, , , ,2,2,2,2,1,8,8,8,8,1,1,1,8,1,8,8,1,1,1,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2, , , , , , , , , , ,2,98,6,1,2, , , ,6, ,2,3,8,3,2, ,1,98, ,1,37918,1.06451612903226,0.339871999201185
1070,201502,2,62115,1,R,2,19,2,2,1,3,1,1,2,1,2, ,1,1,1,3,2, ,1, , , , , , , , , , ,1, , , , ,1, ,1,2, , , ,1,2,1,2,2,2,1,2,8,2,2,2,8,1,3,2,2,3,3,2,1,8,2,1,3,2,2,3,1,1,2,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,1,2,1,2,2,1,1,1,2,4,4,4,2,4,3,3,45,1,3,1,0,2,2,6, ,2,3,1,2,2, ,1,8, ,1,51041,2.16129032258065,0.690043149893316
1071,201507,2,71115,1,S,1,36,1,1,2,2,1,1,2,1,2, ,1,1,1,1,1, ,1, , , , , , , , , , ,1, , , , ,2,1, ,2,1,1,1, , , ,2,2,2,2,1,1,2,2,1,2,2,3,1,8,3,8,3,1,1, ,1,2,2,1,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,2,4,4,4,4,4,1,8,62,1,2,2, , , ,8, ,2,1, ,2,2, ,1,9, ,1,12115,1.45161290322581,0.463461817092525
