revision_number,date,region,Residence,divorce_count,region_code
r_1,2000,Aytos,Rural,7,BGS01
r_1,2001,Aytos,Total,40,BGS01
r_1,2001,Aytos,City/Urban,32,BGS01
r_1,2001,Aytos,Rural,8,BGS01
r_1,2002,Aytos,Total,30,BGS01
r_1,2002,Aytos,City/Urban,25,BGS01
r_1,2002,Aytos,Rural,5,BGS01
r_1,2003,Aytos,Total,39,BGS01
r_1,2003,Aytos,City/Urban,31,BGS01
r_1,2003,Aytos,Rural,8,BGS01
r_1,2004,Aytos,Total,45,BGS01
r_1,2004,Aytos,City/Urban,33,BGS01
r_1,2004,Aytos,Rural,12,BGS01
r_1,2005,Aytos,Total,53,BGS01
r_1,2005,Aytos,City/Urban,45,BGS01
r_1,2005,Aytos,Rural,8,BGS01
r_1,2006,Aytos,Total,54,BGS01
r_1,2006,Aytos,City/Urban,47,BGS01
r_1,2006,Aytos,Rural,7,BGS01
r_1,2007,Aytos,Total,41,BGS01
r_1,2007,Aytos,City/Urban,30,BGS01
r_1,2007,Aytos,Rural,11,BGS01
r_1,2008,Aytos,Total,41,BGS01
r_1,2008,Aytos,City/Urban,35,BGS01
r_1,2008,Aytos,Rural,6,BGS01
r_1,2009,Aytos,Total,43,BGS01
r_1,2009,Aytos,City/Urban,27,BGS01
r_1,2009,Aytos,Rural,16,BGS01
r_1,2010,Aytos,Total,40,BGS01
r_1,2010,Aytos,City/Urban,34,BGS01
r_1,2010,Aytos,Rural,6,BGS01
r_1,2011,Aytos,Total,32,BGS01
r_1,2011,Aytos,City/Urban,25,BGS01
r_1,2011,Aytos,Rural,7,BGS01
r_1,2012,Aytos,Total,36,BGS01
r_1,2012,Aytos,City/Urban,28,BGS01
r_1,2012,Aytos,Rural,8,BGS01
r_1,2013,Aytos,Total,38,BGS01
r_1,2013,Aytos,City/Urban,28,BGS01
r_1,2013,Aytos,Rural,10,BGS01
r_1,2014,Aytos,Total,37,BGS01
r_1,2014,Aytos,City/Urban,30,BGS01
r_1,2014,Aytos,Rural,7,BGS01
r_1,2000,Burgas,Total,389,BGS04
r_1,2000,Burgas,City/Urban,375,BGS04
r_1,2000,Burgas,Rural,14,BGS04
r_1,2001,Burgas,Total,367,BGS04
r_1,2001,Burgas,City/Urban,349,BGS04
r_1,2001,Burgas,Rural,18,BGS04
r_1,2002,Burgas,Total,410,BGS04
r_1,2002,Burgas,City/Urban,397,BGS04
r_1,2002,Burgas,Rural,13,BGS04
r_1,2003,Burgas,Total,404,BGS04
r_1,2003,Burgas,City/Urban,389,BGS04
r_1,2003,Burgas,Rural,15,BGS04
r_1,2004,Burgas,Total,523,BGS04
r_1,2004,Burgas,City/Urban,489,BGS04
r_1,2004,Burgas,Rural,34,BGS04
r_1,2005,Burgas,Total,433,BGS04
r_1,2005,Burgas,City/Urban,411,BGS04
r_1,2005,Burgas,Rural,22,BGS04
r_1,2006,Burgas,Total,512,BGS04
r_1,2006,Burgas,City/Urban,481,BGS04
r_1,2006,Burgas,Rural,31,BGS04
r_1,2007,Burgas,Total,478,BGS04
r_1,2007,Burgas,City/Urban,454,BGS04
r_1,2007,Burgas,Rural,24,BGS04
r_1,2008,Burgas,Total,448,BGS04
r_1,2008,Burgas,City/Urban,423,BGS04
r_1,2008,Burgas,Rural,25,BGS04
r_1,2009,Burgas,Total,439,BGS04
r_1,2009,Burgas,City/Urban,426,BGS04
r_1,2009,Burgas,Rural,13,BGS04
r_1,2010,Burgas,Total,402,BGS04
r_1,2010,Burgas,City/Urban,394,BGS04
r_1,2010,Burgas,Rural,8,BGS04
r_1,2011,Burgas,Total,440,BGS04
r_1,2011,Burgas,City/Urban,428,BGS04
r_1,2011,Burgas,Rural,12,BGS04
r_1,2012,Burgas,Total,410,BGS04
r_1,2012,Burgas,City/Urban,396,BGS04
r_1,2012,Burgas,Rural,14,BGS04
r_1,2013,Burgas,Total,463,BGS04
r_1,2013,Burgas,City/Urban,451,BGS04
r_1,2013,Burgas,Rural,12,BGS04
r_1,2014,Burgas,Total,430,BGS04
r_1,2014,Burgas,City/Urban,422,BGS04
r_1,2014,Burgas,Rural,8,BGS04
r_1,2000,Kameno,Total,12,BGS08
r_1,2000,Kameno,City/Urban,3,BGS08
r_1,2000,Kameno,Rural,9,BGS08
r_1,2001,Kameno,Total,12,BGS08
r_1,2001,Kameno,City/Urban,5,BGS08
r_1,2001,Kameno,Rural,7,BGS08
r_1,2002,Kameno,Total,7,BGS08
r_1,2002,Kameno,City/Urban,4,BGS08
r_1,2002,Kameno,Rural,3,BGS08
r_1,2003,Kameno,Total,16,BGS08
r_1,2003,Kameno,City/Urban,7,BGS08
r_1,2003,Kameno,Rural,9,BGS08
r_1,2004,Kameno,Total,30,BGS08
r_1,2004,Kameno,City/Urban,15,BGS08
r_1,2004,Kameno,Rural,15,BGS08
r_1,2005,Kameno,Total,23,BGS08
r_1,2005,Kameno,City/Urban,10,BGS08
r_1,2005,Kameno,Rural,13,BGS08
r_1,2006,Kameno,Total,19,BGS08
r_1,2006,Kameno,City/Urban,11,BGS08
r_1,2006,Kameno,Rural,8,BGS08
r_1,2007,Kameno,Total,13,BGS08
r_1,2007,Kameno,City/Urban,5,BGS08
r_1,2007,Kameno,Rural,8,BGS08
r_1,2008,Kameno,Total,22,BGS08
r_1,2008,Kameno,City/Urban,10,BGS08
r_1,2008,Kameno,Rural,12,BGS08
r_1,2009,Kameno,Total,12,BGS08
r_1,2009,Kameno,City/Urban,5,BGS08
r_1,2009,Kameno,Rural,7,BGS08
r_1,2010,Kameno,Total,18,BGS08
r_1,2010,Kameno,City/Urban,7,BGS08
r_1,2010,Kameno,Rural,11,BGS08
r_1,2011,Kameno,Total,9,BGS08
r_1,2011,Kameno,City/Urban,3,BGS08
r_1,2011,Kameno,Rural,6,BGS08
r_1,2012,Kameno,Total,11,BGS08
r_1,2012,Kameno,City/Urban,9,BGS08
r_1,2012,Kameno,Rural,2,BGS08
r_1,2013,Kameno,Total,18,BGS08
r_1,2013,Kameno,City/Urban,8,BGS08
r_1,2013,Kameno,Rural,10,BGS08
r_1,2014,Kameno,Total,14,BGS08
r_1,2014,Kameno,City/Urban,9,BGS08
r_1,2014,Kameno,Rural,5,BGS08
r_1,2000,Karnobat,Total,36,BGS09
r_1,2000,Karnobat,City/Urban,27,BGS09
r_1,2000,Karnobat,Rural,9,BGS09
r_1,2001,Karnobat,Total,42,BGS09
r_1,2001,Karnobat,City/Urban,34,BGS09
r_1,2001,Karnobat,Rural,8,BGS09
r_1,2002,Karnobat,Total,28,BGS09
r_1,2002,Karnobat,City/Urban,22,BGS09
r_1,2002,Karnobat,Rural,6,BGS09
r_1,2003,Karnobat,Total,39,BGS09
r_1,2003,Karnobat,City/Urban,29,BGS09
r_1,2003,Karnobat,Rural,10,BGS09
r_1,2004,Karnobat,Total,45,BGS09
r_1,2004,Karnobat,City/Urban,36,BGS09
r_1,2004,Karnobat,Rural,9,BGS09
r_1,2005,Karnobat,Total,44,BGS09
r_1,2005,Karnobat,City/Urban,32,BGS09
r_1,2005,Karnobat,Rural,12,BGS09
r_1,2006,Karnobat,Total,41,BGS09
r_1,2006,Karnobat,City/Urban,34,BGS09
r_1,2006,Karnobat,Rural,7,BGS09
r_1,2007,Karnobat,Total,42,BGS09
r_1,2007,Karnobat,City/Urban,28,BGS09
r_1,2007,Karnobat,Rural,14,BGS09
r_1,2008,Karnobat,Total,30,BGS09
r_1,2008,Karnobat,City/Urban,22,BGS09
r_1,2008,Karnobat,Rural,8,BGS09
r_1,2009,Karnobat,Total,26,BGS09
r_1,2009,Karnobat,City/Urban,18,BGS09
r_1,2009,Karnobat,Rural,8,BGS09
r_1,2010,Karnobat,Total,26,BGS09
r_1,2010,Karnobat,City/Urban,25,BGS09
r_1,2010,Karnobat,Rural,1,BGS09
r_1,2011,Karnobat,Total,22,BGS09
r_1,2011,Karnobat,City/Urban,18,BGS09
r_1,2011,Karnobat,Rural,4,BGS09
r_1,2012,Karnobat,Total,30,BGS09
r_1,2012,Karnobat,City/Urban,23,BGS09
r_1,2012,Karnobat,Rural,7,BGS09
r_1,2013,Karnobat,Total,42,BGS09
r_1,2013,Karnobat,City/Urban,39,BGS09
r_1,2013,Karnobat,Rural,3,BGS09
r_1,2014,Karnobat,Total,34,BGS09
r_1,2014,Karnobat,City/Urban,27,BGS09
r_1,2014,Karnobat,Rural,7,BGS09
r_1,2000,Malko Tarnovo,Total,5,BGS12
r_1,2000,Malko Tarnovo,City/Urban,5,BGS12
r_1,2000,Malko Tarnovo,Rural,-,BGS12
r_1,2001,Malko Tarnovo,Total,3,BGS12
r_1,2001,Malko Tarnovo,City/Urban,3,BGS12
r_1,2001,Malko Tarnovo,Rural,-,BGS12
r_1,2002,Malko Tarnovo,Total,4,BGS12
r_1,2002,Malko Tarnovo,City/Urban,4,BGS12
r_1,2002,Malko Tarnovo,Rural,-,BGS12
r_1,2003,Malko Tarnovo,Total,4,BGS12
r_1,2003,Malko Tarnovo,City/Urban,2,BGS12
r_1,2003,Malko Tarnovo,Rural,2,BGS12
r_1,2004,Malko Tarnovo,Total,3,BGS12
r_1,2004,Malko Tarnovo,City/Urban,2,BGS12
r_1,2004,Malko Tarnovo,Rural,1,BGS12
r_1,2005,Malko Tarnovo,Total,2,BGS12
r_1,2005,Malko Tarnovo,City/Urban,-,BGS12
r_1,2005,Malko Tarnovo,Rural,2,BGS12
r_1,2006,Malko Tarnovo,Total,1,BGS12
r_1,2006,Malko Tarnovo,City/Urban,-,BGS12
r_1,2006,Malko Tarnovo,Rural,1,BGS12
r_1,2007,Malko Tarnovo,Total,6,BGS12
r_1,2007,Malko Tarnovo,City/Urban,3,BGS12
r_1,2007,Malko Tarnovo,Rural,3,BGS12
r_1,2008,Malko Tarnovo,Total,3,BGS12
r_1,2008,Malko Tarnovo,City/Urban,2,BGS12
r_1,2008,Malko Tarnovo,Rural,1,BGS12
r_1,2009,Malko Tarnovo,Total,2,BGS12
r_1,2009,Malko Tarnovo,City/Urban,1,BGS12
r_1,2009,Malko Tarnovo,Rural,1,BGS12
r_1,2010,Malko Tarnovo,Total,2,BGS12
r_1,2010,Malko Tarnovo,City/Urban,2,BGS12
r_1,2010,Malko Tarnovo,Rural,-,BGS12
r_1,2011,Malko Tarnovo,Total,5,BGS12
r_1,2011,Malko Tarnovo,City/Urban,5,BGS12
r_1,2011,Malko Tarnovo,Rural,-,BGS12
r_1,2012,Malko Tarnovo,Total,6,BGS12
r_1,2012,Malko Tarnovo,City/Urban,4,BGS12
r_1,2012,Malko Tarnovo,Rural,2,BGS12
r_1,2013,Malko Tarnovo,Total,5,BGS12
r_1,2013,Malko Tarnovo,City/Urban,4,BGS12
r_1,2013,Malko Tarnovo,Rural,1,BGS12
r_1,2014,Malko Tarnovo,Total,4,BGS12
r_1,2014,Malko Tarnovo,City/Urban,3,BGS12
r_1,2014,Malko Tarnovo,Rural,1,BGS12
r_1,2000,Nesebar,Total,45,BGS15
r_1,2000,Nesebar,City/Urban,30,BGS15
r_1,2000,Nesebar,Rural,15,BGS15
r_1,2001,Nesebar,Total,22,BGS15
r_1,2001,Nesebar,City/Urban,13,BGS15
r_1,2001,Nesebar,Rural,9,BGS15
r_1,2002,Nesebar,Total,27,BGS15
r_1,2002,Nesebar,City/Urban,18,BGS15
r_1,2002,Nesebar,Rural,9,BGS15
r_1,2003,Nesebar,Total,35,BGS15
r_1,2003,Nesebar,City/Urban,20,BGS15
r_1,2003,Nesebar,Rural,15,BGS15
r_1,2004,Nesebar,Total,41,BGS15
r_1,2004,Nesebar,City/Urban,28,BGS15
r_1,2004,Nesebar,Rural,13,BGS15
r_1,2005,Nesebar,Total,44,BGS15
r_1,2005,Nesebar,City/Urban,28,BGS15
r_1,2005,Nesebar,Rural,16,BGS15
r_1,2006,Nesebar,Total,50,BGS15
r_1,2006,Nesebar,City/Urban,43,BGS15
r_1,2006,Nesebar,Rural,7,BGS15
r_1,2007,Nesebar,Total,64,BGS15
r_1,2007,Nesebar,City/Urban,50,BGS15
r_1,2007,Nesebar,Rural,14,BGS15
r_1,2008,Nesebar,Total,63,BGS15
r_1,2008,Nesebar,City/Urban,53,BGS15
r_1,2008,Nesebar,Rural,10,BGS15
r_1,2009,Nesebar,Total,35,BGS15
r_1,2009,Nesebar,City/Urban,25,BGS15
r_1,2009,Nesebar,Rural,10,BGS15
r_1,2010,Nesebar,Total,52,BGS15
r_1,2010,Nesebar,City/Urban,43,BGS15
r_1,2010,Nesebar,Rural,9,BGS15
r_1,2011,Nesebar,Total,40,BGS15
r_1,2011,Nesebar,City/Urban,35,BGS15
r_1,2011,Nesebar,Rural,5,BGS15
r_1,2012,Nesebar,Total,44,BGS15
r_1,2012,Nesebar,City/Urban,31,BGS15
r_1,2012,Nesebar,Rural,13,BGS15
r_1,2013,Nesebar,Total,48,BGS15
r_1,2013,Nesebar,City/Urban,42,BGS15
r_1,2013,Nesebar,Rural,6,BGS15
r_1,2014,Nesebar,Total,55,BGS15
r_1,2014,Nesebar,City/Urban,44,BGS15
r_1,2014,Nesebar,Rural,11,BGS15
r_1,2000,Pomorie,Total,46,BGS17
r_1,2000,Pomorie,City/Urban,32,BGS17
r_1,2000,Pomorie,Rural,14,BGS17
r_1,2001,Pomorie,Total,31,BGS17
r_1,2001,Pomorie,City/Urban,21,BGS17
r_1,2001,Pomorie,Rural,10,BGS17
r_1,2002,Pomorie,Total,22,BGS17
r_1,2002,Pomorie,City/Urban,19,BGS17
r_1,2002,Pomorie,Rural,3,BGS17
r_1,2003,Pomorie,Total,45,BGS17
r_1,2003,Pomorie,City/Urban,37,BGS17
r_1,2003,Pomorie,Rural,8,BGS17
r_1,2004,Pomorie,Total,41,BGS17
r_1,2004,Pomorie,City/Urban,31,BGS17
r_1,2004,Pomorie,Rural,10,BGS17
r_1,2005,Pomorie,Total,50,BGS17
r_1,2005,Pomorie,City/Urban,37,BGS17
r_1,2005,Pomorie,Rural,13,BGS17
r_1,2006,Pomorie,Total,57,BGS17
r_1,2006,Pomorie,City/Urban,32,BGS17
r_1,2006,Pomorie,Rural,25,BGS17
r_1,2007,Pomorie,Total,38,BGS17
r_1,2007,Pomorie,City/Urban,23,BGS17
r_1,2007,Pomorie,Rural,15,BGS17
r_1,2008,Pomorie,Total,39,BGS17
r_1,2008,Pomorie,City/Urban,25,BGS17
r_1,2008,Pomorie,Rural,14,BGS17
r_1,2009,Pomorie,Total,35,BGS17
r_1,2009,Pomorie,City/Urban,28,BGS17
r_1,2009,Pomorie,Rural,7,BGS17
r_1,2010,Pomorie,Total,30,BGS17
r_1,2010,Pomorie,City/Urban,26,BGS17
r_1,2010,Pomorie,Rural,4,BGS17
r_1,2011,Pomorie,Total,22,BGS17
r_1,2011,Pomorie,City/Urban,19,BGS17
r_1,2011,Pomorie,Rural,3,BGS17
r_1,2012,Pomorie,Total,39,BGS17
r_1,2012,Pomorie,City/Urban,32,BGS17
r_1,2012,Pomorie,Rural,7,BGS17
r_1,2013,Pomorie,Total,35,BGS17
r_1,2013,Pomorie,City/Urban,26,BGS17
r_1,2013,Pomorie,Rural,9,BGS17
r_1,2014,Pomorie,Total,41,BGS17
r_1,2014,Pomorie,City/Urban,34,BGS17
r_1,2014,Pomorie,Rural,7,BGS17
r_1,2000,Primorsko,Total,4,BGS27
r_1,2000,Primorsko,City/Urban,3,BGS27
r_1,2000,Primorsko,Rural,1,BGS27
r_1,2001,Primorsko,Total,6,BGS27
r_1,2001,Primorsko,City/Urban,5,BGS27
r_1,2001,Primorsko,Rural,1,BGS27
r_1,2002,Primorsko,Total,5,BGS27
r_1,2002,Primorsko,City/Urban,5,BGS27
r_1,2002,Primorsko,Rural,-,BGS27
r_1,2003,Primorsko,Total,9,BGS27
r_1,2003,Primorsko,City/Urban,6,BGS27
r_1,2003,Primorsko,Rural,3,BGS27
r_1,2004,Primorsko,Total,11,BGS27
r_1,2004,Primorsko,City/Urban,7,BGS27
r_1,2004,Primorsko,Rural,4,BGS27
r_1,2005,Primorsko,Total,5,BGS27
r_1,2005,Primorsko,City/Urban,2,BGS27
r_1,2005,Primorsko,Rural,3,BGS27
r_1,2006,Primorsko,Total,15,BGS27
r_1,2006,Primorsko,City/Urban,12,BGS27
r_1,2006,Primorsko,Rural,3,BGS27
r_1,2007,Primorsko,Total,13,BGS27
r_1,2007,Primorsko,City/Urban,5,BGS27
r_1,2007,Primorsko,Rural,8,BGS27
r_1,2008,Primorsko,Total,13,BGS27
r_1,2008,Primorsko,City/Urban,9,BGS27
r_1,2008,Primorsko,Rural,4,BGS27
r_1,2009,Primorsko,Total,10,BGS27
r_1,2009,Primorsko,City/Urban,5,BGS27
r_1,2009,Primorsko,Rural,5,BGS27
r_1,2010,Primorsko,Total,10,BGS27
r_1,2010,Primorsko,City/Urban,6,BGS27
r_1,2010,Primorsko,Rural,4,BGS27
r_1,2011,Primorsko,Total,11,BGS27
r_1,2011,Primorsko,City/Urban,6,BGS27
r_1,2011,Primorsko,Rural,5,BGS27
r_1,2012,Primorsko,Total,17,BGS27
r_1,2012,Primorsko,City/Urban,13,BGS27
r_1,2012,Primorsko,Rural,4,BGS27
r_1,2013,Primorsko,Total,7,BGS27
r_1,2013,Primorsko,City/Urban,6,BGS27
r_1,2013,Primorsko,Rural,1,BGS27
r_1,2014,Primorsko,Total,13,BGS27
r_1,2014,Primorsko,City/Urban,10,BGS27
r_1,2014,Primorsko,Rural,3,BGS27
r_1,2000,Ruen,Total,19,BGS18
r_1,2000,Ruen,City/Urban,-,BGS18
r_1,2000,Ruen,Rural,19,BGS18
r_1,2001,Ruen,Total,14,BGS18
r_1,2001,Ruen,City/Urban,-,BGS18
r_1,2001,Ruen,Rural,14,BGS18
r_1,2002,Ruen,Total,16,BGS18
r_1,2002,Ruen,City/Urban,-,BGS18
r_1,2002,Ruen,Rural,16,BGS18
r_1,2003,Ruen,Total,19,BGS18
r_1,2003,Ruen,City/Urban,-,BGS18
r_1,2003,Ruen,Rural,19,BGS18
r_1,2004,Ruen,Total,27,BGS18
r_1,2004,Ruen,City/Urban,-,BGS18
r_1,2004,Ruen,Rural,27,BGS18
r_1,2005,Ruen,Total,27,BGS18
r_1,2005,Ruen,City/Urban,-,BGS18
r_1,2005,Ruen,Rural,27,BGS18
r_1,2006,Ruen,Total,21,BGS18
r_1,2006,Ruen,City/Urban,-,BGS18
r_1,2006,Ruen,Rural,21,BGS18
r_1,2007,Ruen,Total,21,BGS18
r_1,2007,Ruen,City/Urban,-,BGS18
r_1,2007,Ruen,Rural,21,BGS18
r_1,2008,Ruen,Total,24,BGS18
r_1,2008,Ruen,City/Urban,-,BGS18
r_1,2008,Ruen,Rural,24,BGS18
r_1,2009,Ruen,Total,18,BGS18
r_1,2009,Ruen,City/Urban,-,BGS18
r_1,2009,Ruen,Rural,18,BGS18
r_1,2010,Ruen,Total,23,BGS18
r_1,2010,Ruen,City/Urban,-,BGS18
r_1,2010,Ruen,Rural,23,BGS18
r_1,2011,Ruen,Total,20,BGS18
r_1,2011,Ruen,City/Urban,-,BGS18
r_1,2011,Ruen,Rural,20,BGS18
r_1,2012,Ruen,Total,10,BGS18
r_1,2012,Ruen,City/Urban,-,BGS18
r_1,2012,Ruen,Rural,10,BGS18
r_1,2013,Ruen,Total,18,BGS18
r_1,2013,Ruen,City/Urban,-,BGS18
r_1,2013,Ruen,Rural,18,BGS18
r_1,2014,Ruen,Total,22,BGS18
r_1,2014,Ruen,City/Urban,-,BGS18
r_1,2014,Ruen,Rural,22,BGS18
r_1,2000,Sozopol,Total,16,BGS21
r_1,2000,Sozopol,City/Urban,9,BGS21
r_1,2000,Sozopol,Rural,7,BGS21
r_1,2001,Sozopol,Total,22,BGS21
r_1,2001,Sozopol,City/Urban,11,BGS21
r_1,2001,Sozopol,Rural,11,BGS21
r_1,2002,Sozopol,Total,19,BGS21
r_1,2002,Sozopol,City/Urban,8,BGS21
r_1,2002,Sozopol,Rural,11,BGS21
r_1,2003,Sozopol,Total,15,BGS21
r_1,2003,Sozopol,City/Urban,8,BGS21
r_1,2003,Sozopol,Rural,7,BGS21
r_1,2004,Sozopol,Total,22,BGS21
r_1,2004,Sozopol,City/Urban,11,BGS21
r_1,2004,Sozopol,Rural,11,BGS21
r_1,2005,Sozopol,Total,17,BGS21
r_1,2005,Sozopol,City/Urban,10,BGS21
r_1,2005,Sozopol,Rural,7,BGS21
r_1,2006,Sozopol,Total,24,BGS21
r_1,2006,Sozopol,City/Urban,8,BGS21
r_1,2006,Sozopol,Rural,16,BGS21
r_1,2007,Sozopol,Total,36,BGS21
r_1,2007,Sozopol,City/Urban,16,BGS21
r_1,2007,Sozopol,Rural,20,BGS21
r_1,2008,Sozopol,Total,40,BGS21
r_1,2008,Sozopol,City/Urban,15,BGS21
r_1,2008,Sozopol,Rural,25,BGS21
r_1,2009,Sozopol,Total,24,BGS21
r_1,2009,Sozopol,City/Urban,17,BGS21
r_1,2009,Sozopol,Rural,7,BGS21
r_1,2010,Sozopol,Total,19,BGS21
r_1,2010,Sozopol,City/Urban,14,BGS21
r_1,2010,Sozopol,Rural,5,BGS21
r_1,2011,Sozopol,Total,27,BGS21
r_1,2011,Sozopol,City/Urban,18,BGS21
r_1,2011,Sozopol,Rural,9,BGS21
r_1,2012,Sozopol,Total,18,BGS21
r_1,2012,Sozopol,City/Urban,11,BGS21
r_1,2012,Sozopol,Rural,7,BGS21
r_1,2013,Sozopol,Total,15,BGS21
r_1,2013,Sozopol,City/Urban,12,BGS21
r_1,2013,Sozopol,Rural,3,BGS21
r_1,2014,Sozopol,Total,16,BGS21
r_1,2014,Sozopol,City/Urban,8,BGS21
r_1,2014,Sozopol,Rural,8,BGS21
r_1,2000,Sredets,Total,8,BGS06
r_1,2000,Sredets,City/Urban,6,BGS06
r_1,2000,Sredets,Rural,2,BGS06
r_1,2001,Sredets,Total,13,BGS06
r_1,2001,Sredets,City/Urban,11,BGS06
r_1,2001,Sredets,Rural,2,BGS06
r_1,2002,Sredets,Total,17,BGS06
r_1,2002,Sredets,City/Urban,12,BGS06
r_1,2002,Sredets,Rural,5,BGS06
r_1,2003,Sredets,Total,19,BGS06
r_1,2003,Sredets,City/Urban,13,BGS06
r_1,2003,Sredets,Rural,6,BGS06
r_1,2004,Sredets,Total,21,BGS06
r_1,2004,Sredets,City/Urban,11,BGS06
r_1,2004,Sredets,Rural,10,BGS06
r_1,2005,Sredets,Total,24,BGS06
r_1,2005,Sredets,City/Urban,14,BGS06
r_1,2005,Sredets,Rural,10,BGS06
r_1,2006,Sredets,Total,30,BGS06
r_1,2006,Sredets,City/Urban,20,BGS06
r_1,2006,Sredets,Rural,10,BGS06
r_1,2007,Sredets,Total,23,BGS06
r_1,2007,Sredets,City/Urban,19,BGS06
r_1,2007,Sredets,Rural,4,BGS06
r_1,2008,Sredets,Total,22,BGS06
r_1,2008,Sredets,City/Urban,17,BGS06
r_1,2008,Sredets,Rural,5,BGS06
r_1,2009,Sredets,Total,12,BGS06
r_1,2009,Sredets,City/Urban,5,BGS06
r_1,2009,Sredets,Rural,7,BGS06
r_1,2010,Sredets,Total,17,BGS06
r_1,2010,Sredets,City/Urban,11,BGS06
r_1,2010,Sredets,Rural,6,BGS06
r_1,2011,Sredets,Total,17,BGS06
r_1,2011,Sredets,City/Urban,14,BGS06
r_1,2011,Sredets,Rural,3,BGS06
r_1,2012,Sredets,Total,15,BGS06
r_1,2012,Sredets,City/Urban,9,BGS06
r_1,2012,Sredets,Rural,6,BGS06
r_1,2013,Sredets,Total,24,BGS06
r_1,2013,Sredets,City/Urban,17,BGS06
r_1,2013,Sredets,Rural,7,BGS06
r_1,2014,Sredets,Total,17,BGS06
r_1,2014,Sredets,City/Urban,10,BGS06
r_1,2014,Sredets,Rural,7,BGS06
r_1,2000,Sungurlare,Total,9,BGS23
r_1,2000,Sungurlare,City/Urban,1,BGS23
r_1,2000,Sungurlare,Rural,8,BGS23
r_1,2001,Sungurlare,Total,12,BGS23
r_1,2001,Sungurlare,City/Urban,7,BGS23
r_1,2001,Sungurlare,Rural,5,BGS23
r_1,2002,Sungurlare,Total,12,BGS23
r_1,2002,Sungurlare,City/Urban,2,BGS23
r_1,2002,Sungurlare,Rural,10,BGS23
r_1,2003,Sungurlare,Total,26,BGS23
r_1,2003,Sungurlare,City/Urban,7,BGS23
r_1,2003,Sungurlare,Rural,19,BGS23
r_1,2004,Sungurlare,Total,11,BGS23
r_1,2004,Sungurlare,City/Urban,5,BGS23
r_1,2004,Sungurlare,Rural,6,BGS23
r_1,2005,Sungurlare,Total,11,BGS23
r_1,2005,Sungurlare,City/Urban,3,BGS23
r_1,2005,Sungurlare,Rural,8,BGS23
r_1,2006,Sungurlare,Total,17,BGS23
r_1,2006,Sungurlare,City/Urban,5,BGS23
r_1,2006,Sungurlare,Rural,12,BGS23
r_1,2007,Sungurlare,Total,11,BGS23
r_1,2007,Sungurlare,City/Urban,3,BGS23
r_1,2007,Sungurlare,Rural,8,BGS23
r_1,2008,Sungurlare,Total,14,BGS23
r_1,2008,Sungurlare,City/Urban,9,BGS23
r_1,2008,Sungurlare,Rural,5,BGS23
r_1,2009,Sungurlare,Total,9,BGS23
r_1,2009,Sungurlare,City/Urban,5,BGS23
r_1,2009,Sungurlare,Rural,4,BGS23
r_1,2010,Sungurlare,Total,6,BGS23
r_1,2010,Sungurlare,City/Urban,3,BGS23
r_1,2010,Sungurlare,Rural,3,BGS23
r_1,2011,Sungurlare,Total,6,BGS23
r_1,2011,Sungurlare,City/Urban,2,BGS23
r_1,2011,Sungurlare,Rural,4,BGS23
r_1,2012,Sungurlare,Total,8,BGS23
r_1,2012,Sungurlare,City/Urban,2,BGS23
r_1,2012,Sungurlare,Rural,6,BGS23
r_1,2013,Sungurlare,Total,9,BGS23
r_1,2013,Sungurlare,City/Urban,2,BGS23
r_1,2013,Sungurlare,Rural,7,BGS23
r_1,2014,Sungurlare,Total,7,BGS23
r_1,2014,Sungurlare,City/Urban,2,BGS23
r_1,2014,Sungurlare,Rural,5,BGS23
r_1,2000,Tsarevo,Total,14,BGS13
r_1,2000,Tsarevo,City/Urban,9,BGS13
r_1,2000,Tsarevo,Rural,5,BGS13
r_1,2001,Tsarevo,Total,11,BGS13
r_1,2001,Tsarevo,City/Urban,10,BGS13
r_1,2001,Tsarevo,Rural,1,BGS13
r_1,2002,Tsarevo,Total,14,BGS13
r_1,2002,Tsarevo,City/Urban,12,BGS13
r_1,2002,Tsarevo,Rural,2,BGS13
r_1,2003,Tsarevo,Total,13,BGS13
r_1,2003,Tsarevo,City/Urban,10,BGS13
r_1,2003,Tsarevo,Rural,3,BGS13
r_1,2004,Tsarevo,Total,15,BGS13
r_1,2004,Tsarevo,City/Urban,10,BGS13
r_1,2004,Tsarevo,Rural,5,BGS13
r_1,2005,Tsarevo,Total,18,BGS13
r_1,2005,Tsarevo,City/Urban,12,BGS13
r_1,2005,Tsarevo,Rural,6,BGS13
r_1,2006,Tsarevo,Total,16,BGS13
r_1,2006,Tsarevo,City/Urban,12,BGS13
r_1,2006,Tsarevo,Rural,4,BGS13
r_1,2007,Tsarevo,Total,17,BGS13
r_1,2007,Tsarevo,City/Urban,10,BGS13
r_1,2007,Tsarevo,Rural,7,BGS13
r_1,2008,Tsarevo,Total,12,BGS13
r_1,2008,Tsarevo,City/Urban,10,BGS13
r_1,2008,Tsarevo,Rural,2,BGS13
r_1,2009,Tsarevo,Total,16,BGS13
r_1,2009,Tsarevo,City/Urban,12,BGS13
r_1,2009,Tsarevo,Rural,4,BGS13
r_1,2010,Tsarevo,Total,11,BGS13
r_1,2010,Tsarevo,City/Urban,8,BGS13
r_1,2010,Tsarevo,Rural,3,BGS13
r_1,2011,Tsarevo,Total,13,BGS13
